"business_id","name","state","city","ReviewCount","AverageStars"
"YD_eZ4TaFrHYRrJVzOXHfw","Passport Health","MO","Saint Louis","11","1.5"
"YG0OOMLP3MWYPKHpkA_mew","S&K Salon","AZ","Tucson","6","4"
"yM8LlTInbQH4FwWC97lz6w","McDonald's","MO","St. Louis","100","1.5"
"YNjyv0gfOr2g8lbmUpTnKg","Copper Vine","LA","New Orleans","350","4.5"
"YR0nwxBOKk6DiLHNItfsBQ","Boston Pizza","AB","St Albert","14","3.5"
"yswijv6wP2fKbMqAiEZ0vw","Reno Bighorns","NV","Reno","6","5"
"yv6kSKxDdZTsvHL25K-U2g","Nash Painting","TN","Nashville","45","4.5"
"yZP6Z8sbDpkeXyjNMDiyDg","Guess - Walnut Street","PA","Philadelphia","9","3.5"
"zFvqulgAYOpSG2t1v8AZ-w","The Cake Drip","FL","Tampa","40","4"
"ZM46RDLXaFNo_z6t-j_L4w","Absolutely Perfect Inc","PA","Bensalem","5","3.5"
"zn-WXkqHag5FSVc_LC9dEQ","Renee Hair Salon","PA","Havertown","5","4"
"znL4YrNbA2uwOQ3CchkmEA","Seaview Condominiums","FL","Madeira Beach","8","4.5"
"zs4d4DqSp5zh3HGFh-PiiQ","Something Special","TN","Nashville","21","2.5"
"ZU6NodDOWaabGkeNpOWdXw","530 Pub & Grill","FL","Clearwater","6","4.5"
"zVlhs7BVaouutt-rles-YA","Williams Sub Shop","FL","Saint Petersburg","99","4.5"
"zzUxvYE-8Fj_dWqsPcagNg","The Cleaning Authority - Tucson","AZ","Tucson","25","2"
"_mf0QKI1Jlk8zRinr-56FA","Jaguar Nashville","TN","Brentwood","10","5"
"_T0cPZE2ZJOTTlYYKMP64Q","Brown Sugar Bakery & Cafe","PA","Philadelphia","66","4.5"
